1421675357409,93,BSF Sampler,200,OK,Thread Group 5 1-2,text,true,41,5,5,0
1421675357246,256,BSF Sampler,200,OK,Thread Group 5 1-1,text,true,41,5,5,0
1421675357605,10,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675357810,26,BSF Sampler,200,OK,Thread Group 5 1-4,text,true,41,5,5,0
1421675358016,30,BSF Sampler,200,OK,Thread Group 5 1-5,text,true,41,5,5,0
1421675359015,9868,Routing Request,200,OK,Thread Group 5 1-3,text,true,172269,5,5,9807
1421675359077,9957,Routing Request,200,OK,Thread Group 5 1-5,text,true,184047,5,5,9841
1421675359016,10164,Routing Request,200,OK,Thread Group 5 1-1,text,true,162672,5,5,10062
1421675359014,10286,Routing Request,200,OK,Thread Group 5 1-2,text,true,154482,5,5,10178
1421675359014,10294,Routing Request,200,OK,Thread Group 5 1-4,text,true,186495,5,5,10160
1421675370599,35,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675370841,43,BSF Sampler,200,OK,Thread Group 5 1-5,text,true,41,5,5,0
1421675370900,28,BSF Sampler,200,OK,Thread Group 5 1-1,text,true,41,5,5,0
1421675370951,26,BSF Sampler,200,OK,Thread Group 5 1-2,text,true,41,5,5,0
1421675371007,18,BSF Sampler,200,OK,Thread Group 5 1-4,text,true,41,5,5,0
1421675371654,5105,Routing Request,200,OK,Thread Group 5 1-3,text,true,162974,5,5,5013
1421675371949,5614,Routing Request,200,OK,Thread Group 5 1-1,text,true,155652,5,5,5518
1421675371995,5661,Routing Request,200,OK,Thread Group 5 1-2,text,true,155077,5,5,5581
1421675371916,5800,Routing Request,200,OK,Thread Group 5 1-5,text,true,164710,5,5,5714
1421675377797,33,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675372048,5823,Routing Request,200,OK,Thread Group 5 1-4,text,true,173058,5,5,5707
1421675378597,24,BSF Sampler,200,OK,Thread Group 5 1-1,text,true,41,5,5,0
1421675378683,11,BSF Sampler,200,OK,Thread Group 5 1-2,text,true,41,5,5,0
1421675378750,23,BSF Sampler,200,OK,Thread Group 5 1-5,text,true,41,5,5,0
1421675378896,24,BSF Sampler,200,OK,Thread Group 5 1-4,text,true,41,5,5,0
1421675378867,1958,Routing Request,200,OK,Thread Group 5 1-3,text,true,177822,5,5,1853
1421675381859,21,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675379715,3695,Routing Request,200,OK,Thread Group 5 1-2,text,true,147637,5,5,3594
1421675379946,3521,Routing Request,200,OK,Thread Group 5 1-4,text,true,161890,5,5,3427
1421675379648,4026,Routing Request,200,OK,Thread Group 5 1-1,text,true,177715,5,5,3907
1421675379805,4022,Routing Request,200,OK,Thread Group 5 1-5,text,true,191607,5,5,3859
1421675384451,20,BSF Sampler,200,OK,Thread Group 5 1-2,text,true,41,5,5,0
1421675382910,1578,Routing Request,200,OK,Thread Group 5 1-3,text,true,167061,5,5,1500
1421675384499,10,BSF Sampler,200,OK,Thread Group 5 1-4,text,true,41,5,5,0
1421675384695,21,BSF Sampler,200,OK,Thread Group 5 1-1,text,true,41,5,5,0
1421675384861,8,BSF Sampler,200,OK,Thread Group 5 1-5,text,true,41,5,5,0
1421675385511,45,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675385511,3563,Routing Request,200,OK,Thread Group 5 1-2,text,true,154482,5,5,3476
1421675390093,19,BSF Sampler,200,OK,Thread Group 5 1-2,text,true,41,5,5,0
1421675385541,5527,Routing Request,200,OK,Thread Group 5 1-4,text,true,178051,5,5,5432
1421675385756,5780,Routing Request,200,OK,Thread Group 5 1-1,text,true,176309,5,5,5665
1421675385890,5809,Routing Request,200,OK,Thread Group 5 1-5,text,true,184022,5,5,5704
1421675386578,5223,Routing Request,200,OK,Thread Group 5 1-3,text,true,162974,5,5,5142
1421675392098,15,BSF Sampler,200,OK,Thread Group 5 1-4,text,true,41,5,5,0
1421675392559,21,BSF Sampler,200,OK,Thread Group 5 1-1,text,true,41,5,5,0
1421675391142,1475,Routing Request,200,OK,Thread Group 5 1-2,text,true,148832,5,5,1371
1421675392724,5,BSF Sampler,200,OK,Thread Group 5 1-5,text,true,41,5,5,0
1421675392820,16,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675393638,16,BSF Sampler,200,OK,Thread Group 5 1-2,text,true,41,5,5,0
1421675393156,2378,Routing Request,200,OK,Thread Group 5 1-4,text,true,165849,5,5,2293
1421675396565,24,BSF Sampler,200,OK,Thread Group 5 1-4,text,true,41,5,5,0
1421675393627,3019,Routing Request,200,OK,Thread Group 5 1-1,text,true,159775,5,5,2894
1421675393748,3192,Routing Request,200,OK,Thread Group 5 1-5,text,true,174051,5,5,3045
1421675393870,3107,Routing Request,200,OK,Thread Group 5 1-3,text,true,177801,5,5,2957
1421675397662,31,BSF Sampler,200,OK,Thread Group 5 1-1,text,true,41,5,5,0
1421675397991,16,BSF Sampler,200,OK,Thread Group 5 1-5,text,true,41,5,5,0
1421675398003,9,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675399041,6278,Routing Request,200,OK,Thread Group 5 1-5,text,true,162879,5,5,6181
1421675397619,7830,Routing Request,200,OK,Thread Group 5 1-4,text,true,162520,5,5,7739
1421675398742,6719,Routing Request,200,OK,Thread Group 5 1-1,text,true,180446,5,5,6593
1421675394691,10773,Routing Request,200,OK,Thread Group 5 1-2,text,true,173029,5,5,10649
1421675399067,6421,Routing Request,200,OK,Thread Group 5 1-3,text,true,167061,5,5,6313
1421675406347,6,BSF Sampler,200,OK,Thread Group 5 1-5,text,true,41,5,5,0
1421675406481,13,BSF Sampler,200,OK,Thread Group 5 1-4,text,true,41,5,5,0
1421675406533,5,BSF Sampler,200,OK,Thread Group 5 1-2,text,true,41,5,5,0
1421675406520,8,BSF Sampler,200,OK,Thread Group 5 1-1,text,true,41,5,5,0
1421675406553,5,BSF Sampler,200,OK,Thread Group 5 1-3,text,true,41,5,5,0
1421675407434,5155,Routing Request,200,OK,Thread Group 5 1-5,text,true,170333,5,5,5040
1421675407547,5564,Routing Request,200,OK,Thread Group 5 1-4,text,true,178051,5,5,5433
